g_wood_io1 g_wood_io2 g_wood_io3 g_wood_io4 g_wood_io5 g_wood_io6 g_wood_io7 g_wood_io8 g_wood_io9 g_wood_io10 g_wood_io11 g_wood_io12 g_wood_io13 retran_r_io1 retran_r_io2 retran_r_io3 retran_r_io4 retran_r_io5 retran_r_io6 retran_r_io7 retran_r_io8 retran_r_io9 retran_r_io10 retran_r_io11 retran_r_io12 retran_r_io13 hw_sw_io1 hw_sw_io2 hw_sw_io3 hw_sw_io4 hw_sw_io5 hw_sw_io6 hw_sw_io7 hw_sw_io8 hw_sw_io9 hw_sw_io10 hw_sw_io11 hw_sw_io12 hw_sw_io13 knl_io1 knl_io2 knl_io3 knl_io4 knl_io5 knl_io6 knl_io7 knl_io8 knl_io9 knl_io10 knl_io11 knl_io12 knl_io13 a_wl_io1 a_wl_io2 a_wl_io3 a_wl_io4 a_wl_io5 a_wl_io6 a_wl_io7 a_wl_io8 a_wl_io9 a_wl_io10 a_wl_io11 a_wl_io12 a_wl_io13 kaps_roth1 kaps_roth2 kaps_roth3 kaps_roth4 n_inorg_turnover sorp g_root_io retran_l_io l_vg_soil
1.941333e-02 4.817752e-02 1.412725e-03 4.604104e-03 7.971391e-03 5.332034e-02 3.903674e-01 3.278874e-01 1.799465e-01 1.625766e-01 4.827721e-01 1.321920e-02 8.196520e-02 2.504717e-01 9.253820e-03 6.245479e-01 3.115274e-02 4.688262e-01 6.181816e-01 3.639251e-01 6.417736e-01 3.055153e-01 6.470643e-01 3.588839e-01 5.830627e-01 4.346652e-01 3.488009e-01 3.365139e-01 3.370415e-01 2.275620e-01 9.643596e-01 7.358895e-01 4.339022e-02 2.457333e-01 1.912644e-01 8.592277e-01 5.881739e-01 5.035422e-01 5.154253e-01 2.483052e-01 3.054845e-01 1.868295e-01 1.259840e-01 2.822924e-01 1.960190e-01 2.020159e-01 3.333648e-01 1.622660e-01 1.828931e-01 3.679022e-01 1.760183e-01 2.183128e-01 1.551340e+00 1.253894e+00 1.471502e+00 1.593171e+00 1.098284e+00 7.387684e-03 6.059728e-03 3.269510e-03 6.397496e-03 6.461635e-03 4.774189e-03 1.299389e-01 2.357424e-01 2.538062e-07 2.783484e-09 1.485516e-08 5.233740e-10 9.242891e+00 1.303500e+01 1.444184e+00 1.691445e+00 4.087402e-01
3.994995e-02 4.921125e-02 3.394964e-03 1.953446e-02 1.183175e-02 2.013267e-01 3.346517e-01 4.632873e-01 3.136065e-01 4.196818e-01 3.514764e-01 2.334363e-02 7.085316e-02 1.108334e-01 5.132230e-01 8.530464e-01 4.743018e-01 5.235340e-01 7.789890e-01 6.043525e-01 6.055815e-01 8.114966e-01 9.066005e-01 7.350905e-01 4.793044e-01 3.623046e-01 3.951272e-01 4.050404e-01 3.260656e-01 9.343743e-01 4.809775e-01 5.989108e-01 2.832582e-01 9.355747e-01 2.641493e-01 8.368701e-01 3.508598e-01 4.509038e-01 2.465745e-01 2.059879e-01 3.607918e-01 3.946928e-01 1.683189e-01 2.501886e-01 1.809828e-01 1.740666e-01 4.231696e-01 2.671877e-01 4.043649e-01 3.174168e-01 4.564098e-01 2.371298e-01 3.954551e-01 1.094611e+00 9.928337e-01 7.272869e-01 5.307510e-01 4.707838e-03 2.715510e-03 6.860083e-03 4.055575e-03 3.768699e-03 3.253825e-03 3.864304e-01 8.732126e-02 2.098330e-07 9.309838e-09 7.176784e-09 2.933039e-10 5.819476e+00 6.879210e+00 1.833376e+00 1.641554e+00 2.153504e-01
3.911008e-02 1.881430e-02 4.077400e-02 4.038017e-02 6.580871e-03 2.749786e-01 3.418189e-01 2.358347e-01 3.873227e-01 5.938888e-02 3.912214e-01 3.542685e-02 8.233111e-03 6.474602e-02 4.636973e-01 7.482449e-01 1.219275e-01 3.650797e-01 1.191877e-01 4.786139e-01 4.236515e-01 5.820000e-01 8.247153e-01 7.981877e-01 3.098124e-01 2.678901e-01 7.514797e-04 4.971937e-01 5.344224e-01 4.347658e-01 9.230168e-01 2.808410e-01 8.679025e-01 2.091272e-01 2.007797e-01 5.350856e-01 8.426918e-02 5.352181e-01 5.903678e-01 3.552388e-01 1.829049e-01 2.955733e-01 1.873712e-01 4.905117e-01 3.894962e-01 1.317831e-01 1.313544e-01 3.079973e-01 4.120008e-01 2.605586e-01 2.455553e-01 2.421483e-01 1.345554e+00 1.196910e+00 5.596464e-01 1.456197e+00 4.231207e-01 7.241828e-03 3.807904e-03 5.626725e-03 5.210800e-03 9.442917e-03 6.858350e-03 1.115204e-01 1.935695e-01 1.214207e-07 9.127658e-09 1.369495e-08 3.608823e-10 1.039750e+00 4.096595e+00 1.860548e+00 1.940142e+00 5.550603e-01
4.345805e-02 3.285468e-02 1.305920e-02 3.671319e-02 4.722428e-02 4.992340e-01 1.897160e-01 1.544344e-01 3.439158e-01 2.265813e-02 4.316953e-01 9.725668e-03 2.438500e-02 9.320869e-01 5.664094e-01 7.057551e-01 2.289190e-01 7.593227e-01 6.453987e-01 4.670561e-01 4.980684e-01 3.874034e-01 7.082429e-01 4.712243e-01 9.136797e-01 5.640895e-01 8.670447e-01 7.276983e-01 3.500452e-01 2.945984e-01 1.652200e-01 4.028121e-01 1.071525e-01 4.173363e-01 1.261812e-01 1.442564e-01 3.887507e-01 2.148759e-01 4.505791e-01 3.933689e-01 3.837593e-01 4.082836e-01 3.804301e-01 2.983307e-01 1.946838e-01 2.129696e-01 3.950244e-01 2.439103e-01 1.640476e-01 4.036094e-01 3.782274e-01 1.126735e-01 8.653805e-01 1.222200e+00 6.019204e-01 1.337876e+00 8.769141e-01 7.751374e-03 8.070054e-03 4.195507e-03 8.363643e-03 2.925245e-03 9.032322e-03 1.321138e-01 1.541557e-01 2.719212e-07 6.116090e-09 8.605665e-09 3.473192e-10 9.669572e+00 1.609184e+01 1.374695e+00 1.890075e+00 6.107540e-01
4.127299e-02 4.216506e-02 4.216248e-02 9.566410e-03 3.437336e-02 2.554477e-01 4.471619e-01 4.155785e-01 3.782749e-01 3.015694e-01 3.463404e-01 5.279076e-02 4.693270e-02 8.784176e-01 1.387314e-01 4.461443e-01 6.608126e-01 8.706162e-01 3.559294e-01 4.273264e-01 8.100877e-01 4.449480e-01 3.710021e-01 4.058496e-01 4.629507e-02 5.812498e-01 6.078606e-01 4.893748e-01 2.935978e-01 3.246609e-01 3.253933e-01 1.763871e-01 3.435206e-01 3.273579e-01 7.509562e-01 2.221662e-01 6.972156e-01 7.938658e-01 3.833862e-01 4.302139e-01 4.814064e-01 1.137114e-01 1.138097e-01 2.846381e-01 2.615983e-01 2.924590e-01 2.011647e-01 1.705419e-01 3.958322e-01 3.404469e-01 2.870090e-01 1.654812e-01 8.956899e-01 1.184427e+00 1.444156e+00 1.425470e+00 1.177531e+00 6.413318e-03 9.072747e-03 5.374751e-03 8.586107e-03 3.549610e-03 2.542842e-03 1.175016e-01 7.890173e-02 1.601502e-07 6.319804e-09 9.148696e-09 2.442445e-10 2.360481e+00 1.893039e+01 1.239743e+00 1.134993e+00 7.453904e-01
9.206156e-03 4.325707e-02 2.142305e-02 3.757585e-02 1.432357e-02 1.221907e-01 3.829999e-01 6.294879e-02 4.240180e-01 3.532358e-01 2.355947e-01 3.203781e-02 2.266643e-02 4.376406e-01 7.016830e-01 2.510887e-02 5.045743e-01 4.960791e-02 1.587825e-01 6.861646e-01 9.767673e-01 7.187935e-01 2.844275e-01 2.802483e-01 5.793193e-01 9.875000e-01 9.335472e-01 7.968003e-01 9.338623e-01 8.197511e-01 6.260283e-01 8.322784e-01 9.321094e-01 3.575635e-01 6.696465e-01 1.684523e-01 5.499610e-01 4.230774e-01 6.895967e-01 3.584859e-01 1.573339e-01 2.016244e-01 1.989879e-01 2.037643e-01 1.338116e-01 4.054120e-01 4.738995e-01 2.837357e-01 3.538188e-01 2.207461e-01 4.340147e-01 3.920813e-01 5.904086e-01 1.573446e+00 6.671474e-01 1.084280e+00 8.149637e-01 5.624545e-03 4.475978e-03 3.854508e-03 7.235838e-03 6.729895e-03 7.822276e-03 1.209279e-01 1.869571e-01 2.318852e-07 4.489890e-09 7.750793e-09 2.266582e-10 7.319851e+00 4.953102e+00 7.351797e-01 1.785101e+00 4.891726e-01
1.805356e-02 2.758437e-02 6.955640e-03 6.552224e-03 9.320254e-03 3.538290e-01 7.342562e-02 4.764968e-01 2.696787e-01 7.248177e-02 1.369172e-01 9.087245e-02 8.690078e-02 1.479097e-01 7.563888e-01 5.544920e-01 2.418035e-01 8.507347e-01 8.097963e-01 5.567112e-01 8.532714e-01 6.145916e-01 8.724817e-01 6.121346e-01 5.438033e-01 3.878183e-01 7.053478e-01 8.767132e-01 8.208030e-01 9.195255e-01 2.390717e-01 8.890592e-01 4.035634e-01 8.743930e-01 5.557189e-02 7.129678e-01 7.193901e-01 5.478104e-01 5.275787e-01 3.912843e-01 1.730469e-01 4.403034e-01 4.960082e-01 3.154946e-01 3.239933e-01 4.494100e-01 1.212970e-01 3.232453e-01 3.310863e-01 3.968476e-01 2.224762e-01 2.695773e-01 6.479016e-01 1.243450e+00 4.933984e-01 9.564552e-01 9.252337e-01 8.259114e-03 5.473747e-03 4.722891e-03 9.348372e-03 7.768549e-03 6.933560e-03 1.645432e-01 1.018597e-01 2.868556e-07 8.035109e-09 1.529380e-08 4.597465e-10 9.301890e+00 6.536411e+00 1.336084e+00 7.339198e-01 9.757657e-01
1.280170e-02 2.121177e-02 2.966602e-02 4.417463e-02 3.521635e-02 4.619319e-01 4.181125e-01 6.660665e-02 2.314705e-01 4.448234e-01 2.431051e-01 2.551154e-02 4.026440e-02 9.510523e-01 9.003584e-01 9.677618e-01 7.282688e-01 1.295503e-01 6.208756e-02 3.387243e-01 4.696911e-01 4.687417e-01 8.940502e-01 6.948794e-01 3.532782e-01 8.638040e-01 2.397669e-01 9.594795e-02 2.590365e-01 1.077080e-01 8.825110e-01 3.442395e-01 2.038321e-01 5.874137e-01 7.470306e-01 9.382224e-01 8.404950e-01 3.738958e-01 4.869995e-01 2.607768e-01 4.631067e-01 4.145471e-01 3.745246e-01 2.606209e-01 2.699097e-01 4.631988e-01 1.730381e-01 2.545232e-01 2.315950e-01 3.478428e-01 2.256143e-01 4.134033e-01 1.027592e+00 9.116584e-01 6.917181e-01 1.369291e+00 4.568384e-01 5.572010e-03 4.404574e-03 6.500893e-03 8.318942e-03 7.619648e-03 4.559685e-03 2.447928e-01 1.669209e-01 2.038424e-07 6.882258e-09 7.530383e-09 5.007820e-10 1.345971e+00 1.100073e+01 1.421299e+00 5.829614e-01 3.237857e-01
1.211733e-02 3.891759e-02 9.951504e-03 1.945289e-02 8.396265e-03 2.389773e-01 3.089688e-02 2.320231e-01 6.922282e-02 2.189002e-01 2.113495e-01 3.664723e-02 7.104789e-02 7.208470e-01 6.809648e-01 2.189499e-01 2.867327e-01 3.302728e-02 1.641587e-01 7.385960e-01 7.729131e-01 4.399391e-01 9.897535e-01 9.664223e-01 2.310585e-01 9.069621e-01 2.940171e-01 7.008167e-01 5.016547e-01 9.418040e-01 3.753868e-01 7.140664e-03 6.464145e-01 2.876626e-01 7.263520e-01 7.427609e-01 1.901492e-02 3.898162e-01 1.020406e-01 1.767500e-01 3.302841e-01 3.360929e-01 4.597094e-01 1.193647e-01 2.520923e-01 2.569135e-01 3.405869e-01 4.988487e-01 3.213585e-01 4.291900e-01 1.116930e-01 1.923976e-01 1.243493e+00 1.033389e+00 1.490593e+00 1.214822e+00 1.278205e+00 5.757934e-03 5.422849e-03 2.831225e-03 6.965361e-03 8.515258e-03 8.449992e-03 2.706872e-01 1.328289e-01 9.955117e-08 3.058755e-09 6.682266e-09 4.205085e-10 7.977316e+00 3.684204e+00 1.505838e+00 1.047999e+00 4.710017e-01
2.098865e-02 3.976909e-02 2.560143e-02 2.569128e-02 3.812028e-02 4.896638e-01 1.841704e-01 4.898537e-01 2.552060e-01 1.678182e-01 4.283553e-01 7.927568e-02 8.354465e-02 3.685485e-01 4.034947e-01 1.867115e-01 3.162920e-01 3.013827e-01 3.695506e-01 2.802310e-01 3.334410e-01 1.328368e-01 1.433368e-01 8.351789e-01 7.200778e-01 3.763713e-01 3.633255e-01 5.743645e-02 6.006032e-01 1.438548e-01 5.748632e-01 6.901111e-01 2.230462e-01 8.016278e-01 3.135310e-01 1.790090e-01 2.421032e-02 8.675798e-01 7.337369e-01 1.474317e-01 2.382361e-01 3.498639e-01 2.536098e-01 1.623594e-01 4.864090e-01 2.390123e-01 4.105842e-01 3.696286e-01 2.177565e-01 2.849686e-01 2.508378e-01 2.762747e-01 1.539214e+00 7.837094e-01 8.736684e-01 8.246942e-01 9.098943e-01 3.486306e-03 8.436730e-03 8.215411e-03 3.346442e-03 4.057980e-03 8.185099e-03 2.341035e-01 2.322517e-01 1.793320e-07 6.028052e-09 1.604112e-08 2.770514e-10 8.628728e+00 1.199248e+01 8.122600e-01 8.861130e-01 1.444043e-01
1.526944e-02 2.718763e-02 3.674713e-02 3.596448e-02 4.902008e-02 4.851079e-02 4.893499e-01 7.494270e-02 2.050651e-01 5.245926e-02 4.538841e-01 9.891474e-02 8.986853e-02 3.061271e-01 2.788918e-01 8.956002e-01 4.629199e-01 2.380041e-01 5.517894e-01 1.616727e-01 6.142666e-01 2.500092e-01 7.595189e-01 4.376844e-01 6.019816e-01 4.893358e-01 1.063317e-01 3.284837e-01 5.631554e-01 9.539353e-01 8.012903e-02 4.901188e-01 8.220033e-01 8.413525e-01 7.076482e-01 2.167762e-01 7.255409e-01 3.535646e-01 3.120942e-01 3.300245e-01 3.965863e-01 4.279992e-01 1.396485e-01 4.036258e-01 2.751471e-01 3.571933e-01 4.921491e-01 1.008057e-01 2.589545e-01 2.935227e-01 4.278741e-01 3.254434e-01 4.168462e-01 5.917726e-01 6.477900e-01 5.632759e-01 1.155889e+00 4.133688e-03 7.630940e-03 5.053391e-03 3.094035e-03 8.985418e-03 7.395753e-03 1.557152e-01 8.620715e-02 3.161388e-07 2.709333e-09 1.908184e-08 3.403891e-10 9.752286e+00 2.321210e+00 1.534667e+00 1.909584e+00 3.620709e-01
3.164188e-02 5.913090e-03 3.827648e-02 1.314234e-02 4.925264e-03 2.324916e-01 1.780383e-02 4.143233e-01 1.677331e-01 3.556449e-01 2.673575e-01 8.463530e-02 3.496395e-02 2.497946e-01 4.833986e-01 7.337779e-01 4.155910e-01 6.938900e-01 2.878700e-01 9.601942e-01 3.110861e-01 4.273485e-02 3.860740e-01 5.332834e-01 6.057474e-02 3.353220e-01 5.367899e-01 8.337240e-01 1.115733e-01 4.107883e-01 2.730798e-01 5.587952e-01 2.306332e-01 5.555314e-01 8.545947e-01 9.235532e-01 2.885381e-01 8.985777e-01 7.120703e-01 1.378843e-01 2.947794e-01 4.802129e-01 3.289245e-01 3.198270e-01 4.143851e-01 4.437162e-01 3.023380e-01 4.502159e-01 2.733993e-01 2.279340e-01 2.351098e-01 1.245382e-01 1.096013e+00 1.359307e+00 5.101979e-01 1.252730e+00 9.105144e-01 8.394164e-03 3.110514e-03 8.398415e-03 2.980585e-03 5.175086e-03 3.212005e-03 2.501589e-01 2.579139e-01 1.245954e-07 4.959294e-09 9.458953e-09 5.571069e-10 8.315743e+00 1.144950e+01 1.471296e+00 1.109662e+00 9.175294e-01
2.920646e-02 2.701691e-03 3.262532e-02 3.708696e-02 1.502063e-02 4.161948e-01 1.997372e-01 5.669943e-03 3.835199e-01 2.338461e-01 3.401204e-01 3.378599e-02 4.271571e-03 4.976953e-02 6.315541e-01 2.207132e-01 4.339761e-01 4.367348e-01 6.088267e-01 1.564709e-01 2.250688e-01 5.803736e-02 3.653335e-01 5.263946e-01 8.015493e-01 8.596194e-01 9.269460e-01 3.693068e-01 5.431526e-01 5.493504e-01 2.027333e-01 6.121106e-01 7.690043e-01 9.159561e-01 8.399546e-01 3.061479e-01 4.723140e-01 1.409131e-01 8.577943e-01 3.351194e-01 1.868093e-01 1.896801e-01 3.697825e-01 3.855438e-01 4.456857e-01 2.640389e-01 4.521253e-01 3.615142e-01 1.448034e-01 2.473350e-01 3.359843e-01 4.611757e-01 6.197477e-01 1.538676e+00 4.414579e-01 1.375790e+00 7.788765e-01 4.751725e-03 3.439849e-03 7.777113e-03 2.798828e-03 7.459923e-03 2.735022e-03 1.536572e-01 2.289289e-01 3.019999e-07 9.428933e-09 1.736638e-08 6.048521e-10 9.935293e+00 1.707113e+01 7.602862e-01 1.373795e+00 2.799625e-01
2.198613e-02 3.378281e-02 3.995365e-02 1.420056e-02 3.896348e-02 2.442114e-01 3.107052e-01 4.988095e-01 4.578135e-01 1.361570e-01 4.638032e-01 3.398582e-03 7.598576e-02 2.097519e-01 6.783312e-01 4.940138e-02 7.531901e-01 5.499721e-02 1.785515e-01 3.474494e-01 8.956679e-01 1.479422e-01 1.896727e-01 9.161352e-01 7.585502e-01 2.367553e-01 1.889309e-01 7.898799e-01 3.964341e-01 6.516638e-01 4.792988e-01 6.429246e-01 8.500567e-01 5.290446e-01 1.810831e-02 2.526089e-01 8.293465e-01 3.111341e-01 1.733965e-01 2.882014e-01 2.968568e-01 3.444586e-01 1.913625e-01 3.980624e-01 2.830446e-01 1.395627e-01 1.569343e-01 4.587749e-01 4.341553e-01 3.618066e-01 2.588839e-01 4.982638e-01 6.300733e-01 9.309059e-01 4.510980e-01 1.302739e+00 4.782461e-01 8.501610e-03 8.416889e-03 9.117933e-03 9.156471e-03 5.517196e-03 2.878348e-03 1.927853e-01 1.798056e-01 1.869363e-07 3.620168e-09 1.315892e-08 5.925948e-10 4.925196e+00 9.414562e+00 6.637650e-01 1.932640e+00 2.906828e-01
1.799464e-02 4.734967e-02 3.890675e-02 1.880192e-02 2.999739e-02 2.506037e-01 1.230127e-02 2.271405e-01 4.566628e-02 1.829974e-01 8.843304e-02 4.887366e-02 5.133036e-02 3.772188e-01 4.765089e-01 8.121029e-01 9.689629e-02 9.009785e-01 7.386365e-01 6.667874e-01 1.138858e-01 8.994067e-01 3.244639e-01 9.450670e-01 2.789663e-01 5.958883e-01 7.696972e-02 4.134970e-01 3.168962e-01 9.043793e-01 5.555430e-01 6.394703e-01 9.976420e-01 7.265016e-01 5.078800e-01 1.532646e-01 9.182621e-01 1.698062e-01 9.875906e-01 2.111488e-01 1.948082e-01 4.064714e-01 4.623171e-01 4.492263e-01 4.233548e-01 4.855066e-01 1.915623e-01 4.150457e-01 2.342742e-01 3.109904e-01 4.697583e-01 4.844503e-01 4.427505e-01 6.897830e-01 8.686652e-01 9.472583e-01 8.564130e-01 3.249509e-03 6.740309e-03 4.476229e-03 7.827552e-03 7.434712e-03 6.321877e-03 1.959450e-01 2.120861e-01 1.432662e-07 7.841106e-09 1.111074e-08 6.133954e-10 2.862568e+00 1.559535e+01 9.007222e-01 5.323922e-01 6.027466e-01
1.585044e-02 1.917096e-02 4.512338e-02 5.974924e-03 4.254008e-02 1.566118e-01 3.593208e-01 2.883565e-01 1.098313e-02 4.389054e-01 3.705619e-01 2.035698e-03 5.074926e-02 8.371515e-01 7.210724e-01 4.719607e-01 1.462050e-01 7.034954e-01 9.630884e-01 7.218841e-01 2.429922e-02 6.439020e-01 4.195163e-01 8.678744e-01 1.613931e-02 8.225837e-01 4.685420e-02 7.762391e-01 1.049865e-01 8.208255e-02 4.976785e-01 1.124275e-01 6.576490e-01 3.431112e-01 4.778742e-01 2.376741e-01 2.645317e-01 2.921941e-01 1.680778e-03 1.751439e-01 2.528643e-01 4.865943e-01 1.831854e-01 4.229826e-01 3.929326e-01 1.818790e-01 3.095466e-01 1.670118e-01 4.735007e-01 3.922350e-01 2.758187e-01 4.386484e-01 1.143733e+00 8.124400e-01 1.243980e+00 5.873465e-01 1.218069e+00 3.791229e-03 4.594785e-03 7.159810e-03 7.315985e-03 9.638286e-03 7.725804e-03 2.612455e-01 1.259736e-01 2.073718e-07 7.579633e-09 1.302924e-08 1.915463e-10 9.948038e-01 1.412082e+01 1.676579e+00 8.699745e-01 2.068984e-01
2.476270e-02 1.389660e-02 4.932476e-02 1.680437e-02 1.140101e-02 3.296952e-02 2.466304e-01 3.776310e-01 2.850378e-01 1.243569e-01 2.864921e-01 3.006978e-02 4.244455e-02 4.298117e-01 7.172796e-01 8.442735e-01 5.420171e-02 5.350313e-01 2.610418e-01 9.342244e-02 7.997293e-03 9.721944e-01 6.239944e-01 2.453979e-01 7.860215e-01 9.555049e-01 9.873635e-01 3.821531e-01 5.985594e-01 4.884952e-01 4.142183e-01 9.448495e-01 6.862532e-01 9.868904e-02 7.614437e-01 9.615510e-01 9.490046e-01 6.862655e-01 3.669620e-01 3.487456e-01 1.902013e-01 4.540168e-01 3.042053e-01 4.564554e-01 1.754761e-01 3.121855e-01 3.153598e-01 2.792558e-01 4.845405e-01 4.374125e-01 4.208409e-01 3.092628e-01 1.252911e+00 8.526842e-01 1.102600e+00 1.389952e+00 6.963763e-01 5.462960e-03 3.378641e-03 6.758260e-03 9.831518e-03 3.570147e-03 6.426889e-03 1.015089e-01 1.749512e-01 1.769524e-07 8.950291e-09 1.085668e-08 3.038154e-10 4.834404e+00 8.456091e+00 9.525007e-01 1.224935e+00 5.279540e-01
3.550224e-02 3.551376e-03 4.146834e-02 1.419290e-03 1.875801e-02 3.597854e-01 3.287067e-01 1.553750e-01 1.862827e-01 3.188018e-01 3.556817e-02 1.073987e-02 3.504160e-02 1.082962e-01 8.733002e-01 9.307714e-01 2.724454e-01 7.197702e-01 2.102554e-01 3.714911e-01 6.719045e-01 7.852300e-01 3.149335e-01 9.364886e-01 5.919731e-02 3.014245e-01 7.249874e-01 8.445162e-01 8.684791e-01 4.594354e-01 4.274784e-01 9.020903e-01 8.179969e-01 9.913979e-01 6.454632e-01 2.807494e-01 2.437279e-01 8.718521e-01 7.604297e-01 2.805595e-01 4.391887e-01 1.256198e-01 4.145567e-01 4.090148e-01 1.166641e-01 2.861312e-01 3.839516e-01 3.748287e-01 1.274965e-01 4.082957e-01 2.118802e-01 3.630431e-01 1.454711e+00 5.188415e-01 4.745627e-01 7.805666e-01 6.591336e-01 8.806249e-03 7.222759e-03 5.456774e-03 7.102839e-03 5.462100e-03 8.584405e-03 1.795343e-01 1.427536e-01 1.444845e-07 8.127679e-09 1.549458e-08 3.310606e-10 7.051212e+00 2.948516e+00 1.915703e+00 9.389105e-01 5.933321e-01
4.379018e-02 8.711377e-03 1.421481e-02 3.393051e-02 2.357067e-02 3.433360e-01 4.508374e-01 1.758991e-01 3.035163e-01 2.384759e-01 2.556803e-01 5.319044e-03 8.084492e-02 6.829343e-01 5.827258e-01 3.127209e-02 2.255090e-02 9.981444e-01 3.907595e-01 4.421523e-02 4.215043e-02 5.261320e-01 6.108468e-02 1.224869e-01 6.527149e-01 3.279975e-01 9.977728e-01 9.806702e-01 8.984706e-01 7.756671e-01 6.940285e-01 4.498893e-01 9.555934e-01 4.756960e-01 5.870481e-01 7.707718e-01 6.515311e-01 4.927227e-01 3.005572e-01 3.253073e-01 4.552933e-01 3.088226e-01 2.858877e-01 2.423562e-01 4.388600e-01 2.998766e-01 1.777579e-01 2.932534e-01 3.455780e-01 1.411211e-01 1.120957e-01 1.994550e-01 6.727230e-01 1.129006e+00 6.343815e-01 4.064398e-01 1.051572e+00 7.897664e-03 4.795208e-03 8.429099e-03 4.549940e-03 8.894238e-03 7.110545e-03 2.154264e-01 1.370875e-01 3.139336e-07 5.858126e-09 9.855327e-09 2.855853e-10 3.561025e+00 1.354512e+01 1.584428e+00 9.209910e-01 1.999561e-02
3.872354e-02 7.554271e-03 1.861479e-02 3.333610e-02 1.274868e-02 3.951872e-01 4.128184e-02 2.595944e-01 2.048867e-01 2.256547e-01 5.854563e-02 1.535050e-02 5.463501e-02 3.283925e-01 3.893609e-01 1.739113e-01 8.885433e-01 4.783786e-01 5.642037e-01 5.673182e-01 6.836203e-01 5.058082e-01 8.186374e-01 6.649173e-02 2.158087e-01 1.673860e-01 8.329002e-01 5.838557e-01 1.049699e-02 2.770544e-01 5.046032e-01 1.022479e-01 8.965276e-02 4.279629e-01 7.342047e-01 2.985526e-01 9.754370e-01 2.353349e-01 2.902163e-01 2.019726e-01 3.344082e-01 2.050806e-01 4.175549e-01 2.550628e-01 4.056673e-01 1.450445e-01 4.464682e-01 3.148789e-01 2.502378e-01 2.354731e-01 1.919122e-01 4.265099e-01 6.973843e-01 9.904979e-01 7.806718e-01 1.229765e+00 4.939934e-01 4.886538e-03 4.107905e-03 9.668192e-03 9.219710e-03 2.608486e-03 3.352112e-03 1.685999e-01 1.379527e-01 1.990556e-07 3.841760e-09 1.685917e-08 5.324610e-10 1.776783e+00 3.495572e+00 1.986056e+00 1.825940e+00 4.693056e-02
3.388677e-02 3.676325e-02 3.173784e-02 2.861198e-02 2.015918e-02 1.364487e-01 1.166801e-01 9.925221e-02 2.151683e-01 3.078420e-01 4.399131e-01 7.410436e-02 2.588773e-02 5.547823e-01 3.437800e-01 5.520429e-02 8.380721e-01 6.462471e-01 9.198499e-01 1.908696e-01 4.547357e-01 4.564038e-01 3.892450e-02 7.693058e-01 1.181443e-01 8.986208e-01 5.028082e-01 4.470747e-01 6.277426e-01 8.240833e-01 8.051152e-01 3.061912e-01 4.314438e-01 9.624553e-01 8.816883e-01 9.902938e-01 4.481942e-01 1.808215e-01 7.056304e-01 3.444294e-01 2.623348e-01 2.194766e-01 2.049724e-01 4.826553e-01 4.770552e-01 2.415369e-01 4.044132e-01 2.380308e-01 1.761636e-01 3.120473e-01 4.429813e-01 1.055849e-01 8.483021e-01 1.219003e+00 1.373536e+00 4.427682e-01 6.159426e-01 7.368568e-03 7.524569e-03 7.015772e-03 9.870171e-03 2.837461e-03 3.416480e-03 3.805708e-01 1.731922e-01 1.665753e-07 3.069831e-09 8.656275e-09 3.193112e-10 8.059223e+00 3.062583e+00 1.539739e+00 1.797615e+00 3.903085e-02
1.533286e-03 2.295220e-02 4.606583e-03 4.380161e-02 2.143885e-02 4.079178e-01 4.214804e-01 2.623035e-03 3.179423e-01 1.124111e-01 2.024916e-01 8.034045e-02 6.284665e-02 7.726085e-01 2.093633e-01 5.981429e-01 2.094160e-01 9.159672e-01 3.184257e-01 5.062147e-01 7.178174e-01 7.748720e-01 1.545494e-01 2.188599e-01 3.625963e-01 1.171682e-01 3.324448e-01 3.444542e-01 1.298143e-01 5.212567e-01 1.996019e-01 7.267346e-01 2.939064e-01 4.695119e-01 3.387026e-01 4.614829e-01 5.606879e-01 1.342860e-01 4.260354e-01 4.103138e-01 1.077624e-01 1.418973e-01 4.549556e-01 4.182838e-01 1.409579e-01 4.692955e-01 3.494658e-01 3.087753e-01 3.486911e-01 3.237791e-01 1.377346e-01 1.714818e-01 9.784528e-01 1.309756e+00 5.319833e-01 9.726872e-01 1.242957e+00 5.897738e-03 2.878494e-03 3.181516e-03 5.453354e-03 7.046386e-03 5.320239e-03 2.279865e-01 2.083183e-01 2.016855e-07 3.162437e-09 1.811414e-08 5.191352e-10 7.497818e+00 1.900374e+01 1.017408e+00 8.950587e-01 9.948304e-02
